"latitud_grados","longitud_grados","altura_mts","estacion_codigo","muestra_UTC","temperatura_centigrados","humedad_porcentaje","puntoRocio_centigrados","velocidadViento_km_hora","direccionViento_grados","presion_hPa","precipitacion24horas_mm","precipitacion6horas_mm","precipitacion1hora_mm","precipitacion10minutos_mm"
-27.4963,-60.807,0,"BOL30097",20181121000000,23.9,66,17.1,5.3,45,NaN,0,NaN,NaN,NaN
-27.4963,-60.807,0,"BOL30097",20181121001000,24,63,16.6,6.9,45,NaN,0,NaN,NaN,NaN
-27.4963,-60.807,0,"BOL30097",20181121002000,24,62,16.3,8,67.5,NaN,0,NaN,NaN,NaN
-27.4963,-60.807,0,"BOL30097",20181121003000,24,61,16.1,8.3,67.5,NaN,0,NaN,NaN,NaN
-27.4963,-60.807,0,"BOL30097",20181121004000,24,61,16,7.7,67.5,NaN,0,NaN,NaN,NaN
-27.4963,-60.807,0,"BOL30097",20181121005000,23.9,61,16,7.3,67.5,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121000000,16.2,62,8.9,16.8,22.5,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121001000,16,63,9,17.1,45,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121002000,15.8,64,9,18.5,22.5,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121003000,15.6,65,9,16.1,22.5,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121004000,15.5,66,9,17.9,45,NaN,0,NaN,NaN,NaN
-30.8655,-64.4568,1880,"BOL30099",20181121005000,15.3,66,9.1,18.5,22.5,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121000000,26.5,46,13.8,11.8,360,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121001000,26.2,46,13.6,10.8,22.5,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121002000,26.2,45,13.3,13.2,360,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121003000,26,45,13.2,12.5,360,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121004000,25.8,45,13.1,11.9,22.5,NaN,0,NaN,NaN,NaN
-33.4156,-63.3086,170,"BOL30100",20181121005000,25.7,45,12.9,11.9,22.5,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121000000,26.8,34,9.6,8.4,90,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121001000,26.4,35,9.7,8,90,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121002000,26,36,9.9,8.2,90,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121003000,25.8,37,10,8,90,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121004000,25.6,38,10.2,6,67.5,NaN,0,NaN,NaN,NaN
-31.0199,-64.0448,498,"BOL30107",20181121005000,25.3,39,10.3,5.6,67.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121000000,28.9,36,12.1,11.4,22.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121001000,28.5,36,12.1,13.2,22.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121002000,28.3,37,12.2,13.3,22.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121003000,27.9,38,12.3,14.2,22.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121004000,27.7,39,12.4,13.9,22.5,NaN,0,NaN,NaN,NaN
-33.1612,-64.357,451,"BOL30109",20181121005000,27.4,40,12.5,17.9,22.5,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121000000,30,28,9.4,3.4,360,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121001000,29.4,29,9.5,3,22.5,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121002000,28.8,30,9.4,1,22.5,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121003000,28.3,31,9.7,3.4,22.5,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121004000,27.9,34,10.6,5.6,360,NaN,0,NaN,NaN,NaN
-30.3856,-63.5956,214,"BOL30110",20181121005000,27.5,36,11,6.2,360,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121000000,23.7,64,16.3,2.9,67.5,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121001000,23.3,64,16,6.2,45,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121002000,23.1,64,16,7,45,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121003000,23,65,16,6.5,45,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121004000,22.9,65,16,6.5,45,NaN,0,NaN,NaN,NaN
-32.3803,-63.2629,233,"BOL30111",20181121005000,22.8,65,15.9,7,45,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121000000,23.4,49,12.1,9.1,67.5,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121001000,23.3,49,12.1,8.9,67.5,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121002000,23.2,50,12.3,9.7,67.5,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121003000,23.1,50,12.2,9.1,67.5,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121004000,22.9,51,12.1,9.5,67.5,NaN,0,NaN,NaN,NaN
-30.919,-62.0466,0,"BOL30112",20181121005000,22.7,51,12.1,6.5,67.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121000000,24.9,43,11.6,2.2,22.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121001000,24.4,46,12,0.8,22.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121002000,23.8,47,11.7,0,22.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121003000,23.2,50,12.2,0.3,22.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121004000,22.8,51,12,0,22.5,NaN,0,NaN,NaN,NaN
-31.1704,-65.1087,778,"BOL30113",20181121005000,22.2,54,12.5,0,22.5,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121000000,22.6,46,10.3,9.6,90,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121001000,22.4,46,10.1,13,90,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121002000,22.3,46,10.1,14.2,90,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121003000,22.2,46,10,12.3,90,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121004000,22.1,46,10,12.4,90,NaN,0,NaN,NaN,NaN
-32.2042,-64.8153,1291,"BOL30114",20181121005000,21.8,47,10,9.7,90,NaN,0,NaN,NaN,NaN
-25.986,-60.0016,0,"BOL30115",20181121000000,24.3,81,20.7,0.6,45,NaN,0,NaN,NaN,NaN
-25.986,-60.0016,0,"BOL30115",20181121001000,23.9,82,20.7,1,45,NaN,0,NaN,NaN,NaN
-25.986,-60.0016,0,"BOL30115",20181121002000,23.7,83,20.7,0.1,45,NaN,0,NaN,NaN,NaN
-25.986,-60.0016,0,"BOL30115",20181121003000,23.5,85,20.9,0,45,NaN,0,NaN,NaN,NaN
-25.986,-60.0016,0,"BOL30115",20181121005000,23,85,20.3,0,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121000000,25.8,62,18,3.8,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121001000,25.5,64,18.1,2.9,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121002000,25.2,65,18.3,1.2,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121003000,25,69,18.9,0,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121004000,24.6,71,18.9,0,45,NaN,0,NaN,NaN,NaN
-26.1907,-60.6674,0,"BOL30116",20181121005000,24.1,74,19.1,0,45,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121000000,24.1,68,18,0,157.5,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121001000,23.8,70,18,0,157.5,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121002000,23.5,71,17.9,0,157.5,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121003000,23.3,72,17.9,0,157.5,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121004000,23.1,74,18.1,0,157.5,NaN,0,NaN,NaN,NaN
-26.7875,-58.9803,0,"BOL30117",20181121005000,22.9,74,18,0,157.5,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121000000,24.2,67,17.6,1,45,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121001000,23.9,67,17.4,0.5,45,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121002000,23.8,68,17.4,0.9,45,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121003000,23.5,71,18,0.2,45,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121004000,23.4,68,17.1,2.9,45,NaN,0,NaN,NaN,NaN
-26.9558,-59.8708,0,"BOL30118",20181121005000,23.4,68,17.2,3.4,45,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121000000,25.6,58,16.7,4.4,112.5,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121001000,25.1,60,16.8,3.3,112.5,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121002000,24.6,62,16.8,3.1,112.5,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121003000,24.3,65,17.2,3.1,112.5,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121004000,23.9,64,16.6,3.5,112.5,NaN,0,NaN,NaN,NaN
-27.0947,-60.6025,0,"BOL30119",20181121005000,23.8,64,16.5,5.4,112.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121000000,23.4,74,18.4,0.8,67.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121001000,23.1,75,18.5,0,67.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121002000,22.9,76,18.3,0,67.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121003000,22.7,76,18.2,0.5,67.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121004000,22.6,75,17.9,0.3,67.5,NaN,0,NaN,NaN,NaN
-27.2887,-61.2605,0,"BOL30120",20181121005000,22.5,75,17.8,0.9,67.5,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121000000,23.6,64,16.3,0,45,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121001000,23.5,64,16.4,0,45,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121002000,23.4,67,16.8,0,45,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121003000,22.7,69,16.8,0,45,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121004000,22.3,71,16.8,0,45,NaN,0,NaN,NaN,NaN
-26.876,-60.008,0,"BOL30121",20181121005000,22.1,70,16.4,0,45,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121000000,24.2,61,16.2,0,22.5,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121001000,23.9,62,16.2,0,22.5,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121002000,23.6,62,15.9,0,22.5,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121003000,23.2,63,15.8,0,22.5,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121004000,23,64,15.9,0,22.5,NaN,0,NaN,NaN,NaN
-26.8813,-60.2471,0,"BOL30123",20181121005000,23,64,15.9,0,22.5,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121000000,24.8,74,19.8,0,360,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121001000,24.5,75,19.6,0,360,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121002000,24.1,74,19.3,0,360,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121003000,23.9,78,19.8,0,360,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121004000,23.7,78,19.7,0,360,NaN,0,NaN,NaN,NaN
-25.4943,-61.0186,0,"BOL30124",20181121005000,23.4,79,19.6,0,360,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121000000,26.7,40,12,15.1,22.5,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121001000,26.3,41,12,12.5,22.5,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121002000,26,42,12.1,12.5,22.5,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121003000,25.9,42,12,14.3,22.5,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121004000,25.8,42,12,15.3,22.5,NaN,0,NaN,NaN,NaN
-32.2024,-64.5626,611,"BOL30127",20181121005000,25.6,43,12.1,12.7,45,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121000000,23.7,50,12.7,4.9,67.5,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121001000,23.6,51,12.9,5.6,67.5,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121002000,23.5,51,12.8,6.4,67.5,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121003000,23.4,51,12.8,7.8,45,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121004000,23.2,51,12.7,7.2,45,NaN,0,NaN,NaN,NaN
-31.1782,-62.1061,0,"BOL30128",20181121005000,23.1,52,12.7,7.3,45,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121000000,23.9,55,14.3,3.9,45,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121001000,23.3,57,14.4,4.6,22.5,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121002000,23,58,14.3,5.2,22.5,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121003000,22.7,59,14.2,5,22.5,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121004000,22.4,59,14.1,4.8,45,NaN,0,NaN,NaN,NaN
-31.9653,-62.306,0,"BOL30129",20181121005000,22.1,60,14,5.7,22.5,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121000000,24.9,45,12.2,2.3,45,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121001000,24.3,47,12.3,2.3,45,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121002000,23.8,48,12.3,2.9,90,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121003000,23.4,49,12.2,2.5,90,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121004000,23.2,49,11.9,3.5,90,NaN,0,NaN,NaN,NaN
-31.3846,-62.8138,0,"BOL30130",20181121005000,23,49,11.7,4.3,67.5,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121000000,26.5,39,11.6,0,360,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121001000,26.2,40,11.7,0,360,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121002000,25.9,41,11.7,0,360,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121003000,25.7,42,11.7,0,360,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121004000,25.6,42,11.8,0,360,NaN,0,NaN,NaN,NaN
-32.1706,-64.453,554,"BOL30131",20181121005000,25.4,43,11.8,0,360,NaN,0,NaN,NaN,NaN
-32.4825,-64.7911,1451,"BOL30132",20181121000000,20.9,46,9,12.6,360,NaN,0,NaN,NaN,NaN
-32.4825,-64.7911,1451,"BOL30132",20181121002000,20.6,45,8.4,13.7,22.5,NaN,0,NaN,NaN,NaN
-32.4825,-64.7911,1451,"BOL30132",20181121004000,20.3,47,8.6,11.6,360,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121000000,26.4,34,9.3,13.1,45,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121001000,26.2,34,9.3,12.3,22.5,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121002000,26.1,35,9.3,15,45,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121003000,25.9,35,9.1,13,22.5,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121004000,25.8,35,9,13,45,NaN,0,NaN,NaN,NaN
-31.206,-64.4597,786,"BOL30133",20181121005000,25.7,35,9,9.9,22.5,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121000000,26.4,32,8.4,1.2,22.5,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121001000,26.1,33,8.5,0.6,45,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121002000,25.8,34,8.7,0.6,22.5,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121003000,25.4,35,8.9,0.3,22.5,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121004000,25.1,37,9.2,0.3,360,NaN,0,NaN,NaN,NaN
-30.7074,-64.0819,564,"BOL30134",20181121005000,24.7,37,9.2,0.1,360,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121000000,23.8,38,8.8,11.5,360,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121001000,23.6,39,8.8,12.4,22.5,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121002000,23.4,39,8.8,9.4,22.5,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121003000,23.1,40,8.9,9.1,22.5,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121004000,22.9,41,8.9,9.8,22.5,NaN,0,NaN,NaN,NaN
-32.0202,-64.8116,1182,"BOL30135",20181121005000,22.4,44,9.4,4.3,90,NaN,0,NaN,NaN,NaN
-31.441,-64.191,475,"BOL30137",20181121001000,26.3,43,12.6,14.9,45,NaN,0,NaN,NaN,NaN
-31.441,-64.191,475,"BOL30137",20181121002000,25.9,44,12.8,16.2,45,NaN,0,NaN,NaN,NaN
-31.441,-64.191,475,"BOL30137",20181121003000,25.6,46,13,15.2,45,NaN,0,NaN,NaN,NaN
-31.441,-64.191,475,"BOL30137",20181121004000,25.4,47,13.1,16.4,45,NaN,0,NaN,NaN,NaN
-31.441,-64.191,475,"BOL30137",20181121005000,25.1,48,13.2,16.4,45,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121000000,23.2,46,11,0.3,347.5,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121001000,22.8,47,10.9,2.3,347.5,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121002000,22.6,47,10.7,6.6,360,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121003000,22.3,48,10.9,6.9,360,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121004000,22,50,10.9,5.8,325,NaN,0,NaN,NaN,NaN
-32.509,-64.7322,1089,"BOL30138",20181121005000,21.8,49,10.7,6.3,325,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121000000,29.2,34,12,24.6,90,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121001000,28.7,36,12.2,20.7,112.5,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121002000,28.2,38,12.5,20.4,112.5,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121003000,27.7,40,12.8,19.5,90,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121004000,27.4,41,13,19.9,112.5,NaN,0,NaN,NaN,NaN
-31.4072,-64.1862,0,"BOL30139",20181121005000,27.1,42,13.1,18.7,112.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121000000,27.5,41,12.9,1.9,67.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121001000,27.4,41,13.1,0.3,67.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121002000,27.2,43,13.6,0,67.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121003000,27,39,11.8,0.5,67.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121004000,26.7,40,11.9,0.8,67.5,NaN,0,NaN,NaN,NaN
-31.5469,-64.2437,529,"BOL30140",20181121005000,26.4,40,11.6,1,67.5,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121000000,24.9,53,14.6,5.2,22.5,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121001000,24.6,53,14.4,2.9,45,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121002000,24.4,54,14.4,3.8,45,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121003000,24.1,55,14.4,4.4,45,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121004000,23.9,55,14.4,6.3,22.5,NaN,0,NaN,NaN,NaN
-32.496,-63.4226,252,"BOL30141",20181121005000,23.8,55,14.2,6.6,22.5,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121000000,19.8,44,7.1,5.4,347.5,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121001000,19.9,43,7,5.7,325,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121002000,20,43,7.1,5.7,347.5,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121003000,19.9,44,7.4,5.8,347.5,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121004000,19.9,45,7.7,6.6,347.5,NaN,0,NaN,NaN,NaN
-31.1296,-64.7361,0,"BOL30142",20181121005000,19.7,46,7.7,6.2,347.5,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121000000,24.2,77,19.8,0,360,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121001000,23.9,76,19.5,0,360,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121002000,23.5,77,19.3,0,360,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121003000,23.3,77,19,0,112.5,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121004000,23,78,19,0,112.5,NaN,0,NaN,NaN,NaN
-26.7858,-60.3764,0,"BOL30144",20181121005000,22.9,77,18.6,0,112.5,NaN,0,NaN,NaN,NaN
-31.6507,-63.3158,198,"BOL30145",20181121002000,25.4,46,12.8,17.5,45,NaN,0,NaN,NaN,NaN
-31.6507,-63.3158,198,"BOL30145",20181121005000,25,46,12.7,18,45,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121000000,23,79,19.2,2.2,22.5,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121001000,22.5,82,19.3,0.9,22.5,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121002000,22.3,83,19.2,0.1,22.5,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121003000,21.9,80,18.3,3.2,22.5,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121004000,22.1,78,18,5,112.5,NaN,0,NaN,NaN,NaN
-26.6087,-59.7589,0,"BOL30146",20181121005000,22.3,76,17.8,5.7,112.5,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121000000,21,62,13.3,12,360,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121001000,20.7,63,13.5,11.3,360,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121002000,20.3,66,13.6,11.1,360,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121003000,20,67,13.7,12.2,360,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121004000,20,67,13.7,13.9,360,NaN,0,NaN,NaN,NaN
-30.7311,-62.0062,98,"BOL30147",20181121005000,20.3,66,13.8,14.1,360,NaN,0,NaN,NaN,NaN
-27.5046,-59.0834,0,"BOL30149",20181121000000,23.5,76,19,0,67.5,NaN,0.2,NaN,NaN,NaN
-27.5046,-59.0834,0,"BOL30149",20181121001000,23.1,76,18.6,0,67.5,NaN,0.2,NaN,NaN,NaN
-27.5046,-59.0834,0,"BOL30149",20181121003000,22.5,79,18.5,0,67.5,NaN,0.2,NaN,NaN,NaN
-27.5046,-59.0834,0,"BOL30149",20181121005000,22,81,18.7,0,67.5,NaN,0.2,NaN,NaN,NaN
-33.3514,-63.7033,207,"BOL30155",20181121000000,26.3,42,12.2,17.9,45,NaN,0,NaN,NaN,NaN
-33.3514,-63.7033,207,"BOL30155",20181121001000,26.1,42,12.1,17,45,NaN,0,NaN,NaN,NaN
-33.3514,-63.7033,207,"BOL30155",20181121002000,25.9,43,12.3,17.6,45,NaN,0,NaN,NaN,NaN
-33.3514,-63.7033,207,"BOL30155",20181121003000,25.7,43,12.3,17.7,45,NaN,0,NaN,NaN,NaN
-33.3514,-63.7033,207,"BOL30155",20181121004000,25.5,44,12.2,18.8,45,NaN,0,NaN,NaN,NaN
